,Nama Panti,Tipe Panti,Jenis Yayasan,Jumlah Berita Kegiatan,Tanggal Gabung,Data Terakhir Update,Nama Pemilik,Alamat,Description,Kebutuhan,Tag Kebutuhan,Program,Tag Program,Jumlah Pengurus,Jumlah Anak,Laki-laki,Perempuan,Jumlah Tag Kebutuhan,Jumlah Tag Program,Description_clean,Kebutuhan_clean,Program_clean,text
345,Panti Muhammadiyah Siti Khadijah Al Kubra,Lembaga Kesejahteraan Sosial Anak,"['Panti Anak Mukim', 'Panti Anak Non Mukim']",6,15 Jan 2019,03 Mar 2023,Iswandi S.Ag M.Pd,"JL. Syukur, RT. 001/08, Lenteng Agung, 12610, RT.1/RW.8, Lenteng Agung, Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12630, Indonesia","Panti Asuhan Muhamadiyah Siti Khadijah Al-Kubra didirikan pada tahun 1993. Lokasinya di Jalan Syukur No.54 Rt 001/08, Kelurahan Lenteng Agung Kecamatan Jagakarsa, Jakarta Selatan. Awalnya, pada tahun 1982  Pimpinan Cabang Muhammadiyah Pasar Minggu menerima wakaf tanah dari Ibu Sri seluas 300 meter persegi, dengan status girik. Kemudian ditukar dengan tanah dari Keluarga Bp. Sugirman  seluas 2000 meter yang berstatus tanah garapan. Semula, tanah tersebut akan dijadikan bangunan SMP Muhammadiyah, namun terbengkalai. Penyebabnya berbagai hal terutama tidak adanya dana yang cukup ditambah dengan datangnya krisis ekonomi. Padahal saat itu sempat dibangun dengan fondasi dan dipasang kerangka besi, namun tidak dapat diteruskan. Kemudian pada tahun 1993 datang tawaran dari Pimpinan Pusat Muhammadiyah agar dialihkan menjadi Panti Asuhan. Awalnya ada seorang donatur Quwait untuk proyek bantuan lewat PP Muhammadiyah, namun gagal keburu terjadi penyerbuan Irak ke Quwait. Selanjutnya ada donatur dari negara lain yang meneruskan proyek  bantuan untuk Panti Asuhan.  Setelah disepakati oleh pengurus Pimpinan Cabang Muhammadiyah Pasar Minggu, maka berdirilah Panti Asuhan Siti Khadijah Al-Kubra dengan tahap pertama menyantuni 20 anak asuh.

Pada periode pertama ini Panti Ashuan Siti Khatijah dipimpin oleh Drs. H. Zulkifli Mahmud  (1993-2000). Periode kedua pengurusan panti dipegang oleh  H. S. Mulianto, MM. MBA  (2002-2005). Dalam perjalanannya, kepengurusan Panti Asuhan  terjadi mis-manajemen yang kemudian diambil alih oleh  Pimpinan Daerah Muhammadiyah (PDM) Jakarta Selatan. Hal ini berdasarkan Surat Keputusan Nomor 020/III.O/D/2002, tanggal 22 RABIULAWAL 1423 H/ 5 Juni 2002, tentang Penetapan Pengurus Panti Asuhan Muhammadiyah  Siti Khadijah Al-Kubra, Masa Jabatan 2002-2005. Pada periode III  kepengurusan panti dipimpin  Drs. H. Solichin WD MM (2005-2010).  Kepengurusan berikutnya diketuai oleh H. Sugerng Wuryanto, S.E.

Susunan selengkapnya yaitu: H. Sugeng Wuryanto, S.E. (Ketua), Drs. H. Marhasan (Bendahara), Siti Dewi (Staf Keuangan), Siti Rohaeti (Juru Cuci), Badingah (Juru Masak), H. Jumadi (Divisi Pencari Dana) dan Dudi Misky (Pengasuh).","- Biaya sekolah dan transportasi anak panti (setiap minggunya total ongkos 900.000)
- sembako bulanan
- Kebutuhan kebersihan sehari2 spt sabun mandi, deterjen, odol
- Infrastruktur untuk pelatihan anak binaan
","['Makanan', 'Kesehatan', 'Infrastruktur']","- Seni bela diri Tapak Suci Muhammadiyyah
- Futsal
- Muhadharoh
- Tahfizh
- Pelatihan Keterampilan Sablon dan Las","['Pendidikan', 'Pembinaan Masyarakat']",8.0,52,10.0,42.0,2,2,panti asuhan muhamadiyah siti khadijah al kubra didirikan 1993 lokasinya jalan syukur no 54 rt 001 08 kelurahan lenteng agung kecamatan jagakarsa jakarta selatan 1982 pimpinan cabang muhammadiyah pasar minggu menerima wakaf tanah sri seluas 300 meter persegi status girik ditukar tanah keluarga bp sugirman seluas 2000 meter berstatus tanah garapan tanah dijadikan bangunan smp muhammadiyah terbengkalai penyebabnya dana ditambah datangnya krisis ekonomi dibangun fondasi dipasang kerangka besi diteruskan 1993 tawaran pimpinan pusat muhammadiyah dialihkan panti asuhan donatur quwait proyek bantuan pp muhammadiyah gagal keburu penyerbuan irak quwait donatur negara meneruskan proyek bantuan panti asuhan disepakati pengurus pimpinan cabang muhammadiyah pasar minggu berdirilah panti asuhan siti khadijah al kubra tahap menyantuni 20 anak asuh periode panti ashuan siti khatijah dipimpin drs h zulkifli mahmud 1993 2000 periode pengurusan panti dipegang h s mulianto mm mba 2002 2005 perjalanannya kepengurusan panti asuhan mis manajemen diambil alih pimpinan daerah muhammadiyah pdm jakarta selatan berdasarkan surat keputusan nomor 020 iii o d 2002 tanggal 22 rabiulawal 1423 h 5 juni 2002 penetapan pengurus panti asuhan muhammadiyah siti khadijah al kubra jabatan 2002 2005 periode iii kepengurusan panti dipimpin drs h solichin wd mm 2005 2010 kepengurusan diketuai h sugerng wuryanto s e susunan selengkapnya h sugeng wuryanto s e ketua drs h marhasan bendahara siti dewi staf keuangan siti rohaeti juru cuci badingah juru masak h jumadi divisi pencari dana dudi misky pengasuh,biaya sekolah transportasi anak panti minggunya total ongkos 900 000 sembako bulanan kebutuhan kebersihan sehari2 spt sabun mandi deterjen odol infrastruktur pelatihan anak binaan,seni bela tapak suci muhammadiyyah futsal muhadharoh tahfizh pelatihan keterampilan sablon las,Panti Muhammadiyah Siti Khadijah Al Kubra panti asuhan muhamadiyah siti khadijah al kubra didirikan 1993 lokasinya jalan syukur no 54 rt 001 08 kelurahan lenteng agung kecamatan jagakarsa jakarta selatan 1982 pimpinan cabang muhammadiyah pasar minggu menerima wakaf tanah sri seluas 300 meter persegi status girik ditukar tanah keluarga bp sugirman seluas 2000 meter berstatus tanah garapan tanah dijadikan bangunan smp muhammadiyah terbengkalai penyebabnya dana ditambah datangnya krisis ekonomi dibangun fondasi dipasang kerangka besi diteruskan 1993 tawaran pimpinan pusat muhammadiyah dialihkan panti asuhan donatur quwait proyek bantuan pp muhammadiyah gagal keburu penyerbuan irak quwait donatur negara meneruskan proyek bantuan panti asuhan disepakati pengurus pimpinan cabang muhammadiyah pasar minggu berdirilah panti asuhan siti khadijah al kubra tahap menyantuni 20 anak asuh periode panti ashuan siti khatijah dipimpin drs h zulkifli mahmud 1993 2000 periode pengurusan panti dipegang h s mulianto mm mba 2002 2005 perjalanannya kepengurusan panti asuhan mis manajemen diambil alih pimpinan daerah muhammadiyah pdm jakarta selatan berdasarkan surat keputusan nomor 020 iii o d 2002 tanggal 22 rabiulawal 1423 h 5 juni 2002 penetapan pengurus panti asuhan muhammadiyah siti khadijah al kubra jabatan 2002 2005 periode iii kepengurusan panti dipimpin drs h solichin wd mm 2005 2010 kepengurusan diketuai h sugerng wuryanto s e susunan selengkapnya h sugeng wuryanto s e ketua drs h marhasan bendahara siti dewi staf keuangan siti rohaeti juru cuci badingah juru masak h jumadi divisi pencari dana dudi misky pengasuh biaya sekolah transportasi anak panti minggunya total ongkos 900 000 sembako bulanan kebutuhan kebersihan sehari2 spt sabun mandi deterjen odol infrastruktur pelatihan anak binaan seni bela tapak suci muhammadiyyah futsal muhadharoh tahfizh pelatihan keterampilan sablon las Makanan Kesehatan Infrastruktur
347,Panti Hajjah Andi Hasmah Noor,Lembaga Kesejahteraan Sosial Anak,"['Panti Anak Mukim', 'Panti Anak Non Mukim']",1,30 Jan 2019,03 Mar 2023,Ibu Andi Ismariskiah Sumintapura,"10, Jl. Rumah Sakit Ancol No.59, RW.1, Sunter Agung, Tj. Priok, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14350, Indonesia","Panti Hajjah Andi Hasmah Noor berdiri sejak tahun 1989 dengan Ibu Andi Ismariskiah Sumintapura selaku ketua yayasan. Panti ini merupakan panti sosial asuhan anak dan non panti sosial asuhan anak. Di sisi lain, ada pula unit kegiatan sosial milik yayasan untuk lansia, seperti Panti Sosial Tresna Werdha dan Pusat Santunan Dalam Keluarga. Yayasan ini juga memiliki sekolah dengan biaya gratis, khususnya bagi anak-anak non-panti yang disantuni. Adapun fasilitas yang tersedia adalah Paket C dan SMP terbuka. Dalam segi perekrutan anak panti, biasanya wali/kerabat anak tersebut yang mendaftarkan sendiri ke panti. Sedangkan, anak non-panti biasanya merupakan rujukan dari RT setempat. Siapapun boleh mendaftar, asalkan dengan syarat anak yatim/yatim piatu/dhuafa. Kelengkapan berkas yang harus dibawa adalah ijazah terakhir, KTP orang tua, Kartu Keluarga, dan Surat Keterangan Tidak Mampu dari RT/RW setempat. Kemudian, pihak panti terlebih dulu melakukan survey sebelum memutuskan apakah anak tersebut layak diterima atau tidak. 
Berkenaan dengan struktur kepengurusan, Panti sudah memiliki struktur mulai dari ketua yayasan hingga posisi terbawah dengan total pengurus panti sebanyak 15 orang, serta pembagian jobdesc yang jelas. Panti cukup aktif mengikuti kegiatan kemitraan dengan pemerintah maupun lembaga swasta, misalnya Kapiler Indonesia. Mereka juga sudah pernah mengikuti beberapa pelatihan eksternal dari pihak mitra, misalnya pelatihan P3K, bank sampah, dan biofarming di perkotaan.
Di Panti terdapat 2 kamar tidur anak dengan tempat tidur tingkat (1 kamar bisa menampung 10-20 orang), 1 ruang pengasuh, 3 kamar mandi (untuk anak dan lansia terpisah), gudang, aula,  perpustakaan, dan mushola kecil. Peralatan mandi yang tersedia di panti masih mencukupi dan diperbarui setiap bulan, termasuk membelikan anak non-panti juga. Jika ditanya tentang peralatan elektronik, pihak panti belum berani untuk meletakkan komputer di sana karena daerahnya rawan banjir. Dalam segi makanan, terdapat juru masak yang menyediakan makan siang dan malam, sedangkan sarapan dimasak oleh para pengurus panti secara piket bergantian.
Dalam segi keuangan, pemasukan panti biasanya sekitar 5 juta per bulan, salah satunya mendapat subsidi rutin dari Yayasan Dharmais (tapi 3 bulan ke belakang tidak mendapatkan karena kendala Covid-19). Sedangkan bantuan dari pihak lainnya biasa dalam bentuk sembako. Kemudian, pengeluaran panti untuk biaya makan per anak biasanya sebesar Rp35.000/hari. Sedangkan, untuk biaya pendidikan mencapai 4 – 5 juta per bulan karena sekaligus membiayai anak non-panti.  Laporan keuangan di Panti Hajjah Andi Hasmah Noor dibuat per triwulan. 
Aktivitas galang dana biasa dilakukan dengan menggalang dana dari masyarakat sekitar, tetapi tidak mengadakan kotak amal. Panti Hajjah Andi Hasmah Noor sendiri belum pernah mengajukan proposal kemanapun karena tidak diizinkan oleh kepala yayasan, kecuali jika diminta oleh suatu pihak untuk membuat proposal.
*Nomor telpon pemilik panti atas nama Ibu Neneng Yosana (Yos) selaku kepala panti.",Sembako dan bantuan dana pendidikan karena tidak semua anak binaan panti mendapatkan Kartu Jakarta Pintar. Pihak panti berharap bisa mendapatkan bantuan semacam beasiswa anak. Bantuan dana juga untuk merenovasi sedikit gedung panti yang bocor.,"['Makanan', 'Fasilitas', 'Infrastruktur', 'Pendidikan']","Menyantuni anak panti dan non-panti, membiayai sekolah serta kebutuhan sehari-hari. Untuk mendukung kegiatan sosial, ada pula TPA dan PKBM. Pengurus panti juga punya program green house hidroponik & aquaponik untuk mengisi waktu luang anak.","['Pendidikan', 'Keagamaan', 'Minat/Bakat']",18.0,41,16.0,25.0,3,3,panti hajjah andi hasmah noor berdiri 1989 andi ismariskiah sumintapura ketua yayasan panti panti sosial asuhan anak non panti sosial asuhan anak sisi unit kegiatan sosial milik yayasan lansia panti sosial tresna werdha pusat santunan keluarga yayasan memiliki sekolah biaya gratis anak anak non panti disantuni fasilitas tersedia paket c smp terbuka segi perekrutan anak panti wali kerabat anak mendaftarkan panti anak non panti rujukan rt mendaftar syarat anak yatim yatim piatu dhuafa kelengkapan berkas dibawa ijazah ktp orang tua kartu keluarga surat keterangan rt rw panti survey memutuskan anak layak diterima struktur kepengurusan panti memiliki struktur ketua yayasan posisi terbawah total pengurus panti 15 orang pembagian jobdesc panti aktif mengikuti kegiatan kemitraan pemerintah lembaga swasta kapiler indonesia mengikuti pelatihan eksternal mitra pelatihan p3k bank sampah biofarming perkotaan panti 2 kamar tidur anak tidur tingkat 1 kamar menampung 10 20 orang 1 ruang pengasuh 3 kamar mandi anak lansia terpisah gudang aula perpustakaan mushola peralatan mandi tersedia panti mencukupi diperbarui membelikan anak non panti peralatan elektronik panti berani meletakkan komputer daerahnya rawan banjir segi makanan juru masak menyediakan makan siang malam sarapan dimasak pengurus panti piket bergantian segi keuangan pemasukan panti 5 juta salah satunya subsidi rutin yayasan dharmais 3 kendala covid 19 bantuan bentuk sembako pengeluaran panti biaya makan anak rp35 000 biaya pendidikan mencapai 4 5 juta membiayai anak non panti laporan keuangan panti hajjah andi hasmah noor triwulan aktivitas galang dana menggalang dana masyarakat mengadakan kotak amal panti hajjah andi hasmah noor mengajukan proposal kemanapun diizinkan kepala yayasan kecuali proposal nomor telpon pemilik panti nama neneng yosana yos kepala panti,sembako bantuan dana pendidikan anak binaan panti kartu jakarta pintar panti berharap bantuan beasiswa anak bantuan dana merenovasi gedung panti bocor,menyantuni anak panti non panti membiayai sekolah kebutuhan sehari mendukung kegiatan sosial tpa pkbm pengurus panti program green house hidroponik aquaponik mengisi luang anak,Panti Hajjah Andi Hasmah Noor panti hajjah andi hasmah noor berdiri 1989 andi ismariskiah sumintapura ketua yayasan panti panti sosial asuhan anak non panti sosial asuhan anak sisi unit kegiatan sosial milik yayasan lansia panti sosial tresna werdha pusat santunan keluarga yayasan memiliki sekolah biaya gratis anak anak non panti disantuni fasilitas tersedia paket c smp terbuka segi perekrutan anak panti wali kerabat anak mendaftarkan panti anak non panti rujukan rt mendaftar syarat anak yatim yatim piatu dhuafa kelengkapan berkas dibawa ijazah ktp orang tua kartu keluarga surat keterangan rt rw panti survey memutuskan anak layak diterima struktur kepengurusan panti memiliki struktur ketua yayasan posisi terbawah total pengurus panti 15 orang pembagian jobdesc panti aktif mengikuti kegiatan kemitraan pemerintah lembaga swasta kapiler indonesia mengikuti pelatihan eksternal mitra pelatihan p3k bank sampah biofarming perkotaan panti 2 kamar tidur anak tidur tingkat 1 kamar menampung 10 20 orang 1 ruang pengasuh 3 kamar mandi anak lansia terpisah gudang aula perpustakaan mushola peralatan mandi tersedia panti mencukupi diperbarui membelikan anak non panti peralatan elektronik panti berani meletakkan komputer daerahnya rawan banjir segi makanan juru masak menyediakan makan siang malam sarapan dimasak pengurus panti piket bergantian segi keuangan pemasukan panti 5 juta salah satunya subsidi rutin yayasan dharmais 3 kendala covid 19 bantuan bentuk sembako pengeluaran panti biaya makan anak rp35 000 biaya pendidikan mencapai 4 5 juta membiayai anak non panti laporan keuangan panti hajjah andi hasmah noor triwulan aktivitas galang dana menggalang dana masyarakat mengadakan kotak amal panti hajjah andi hasmah noor mengajukan proposal kemanapun diizinkan kepala yayasan kecuali proposal nomor telpon pemilik panti nama neneng yosana yos kepala panti sembako bantuan dana pendidikan anak binaan panti kartu jakarta pintar panti berharap bantuan beasiswa anak bantuan dana merenovasi gedung panti bocor menyantuni anak panti non panti membiayai sekolah kebutuhan sehari mendukung kegiatan sosial tpa pkbm pengurus panti program green house hidroponik aquaponik mengisi luang anak Makanan Fasilitas Infrastruktur Pendidikan
348,Panti Asuhan Insan Amalia,Lembaga Kesejahteraan Sosial Anak,['Panti Anak Mukim'],50,13 Feb 2019,03 Mar 2023,Insan Amalia,"Depok, Kota Depok, Jawa Barat, Indonesia",,,[''],,[''],0.0,0,0.0,0.0,1,1,,,,Panti Asuhan Insan Amalia    
350,Yayasan Senyum Kita,Lembaga Kesejahteraan Sosial Anak,['Panti Balita'],0,09 Mar 2019,02 Mar 2023,Mba Atsna,"RUMAH SENYUM KITA
Blimbingsari CT IV/04
RT 02/RW 15 Caturtunggal, Depok, Sleman, DI Yogyakarta (Belakang Apotek UGM)","Yayasan Senyum Kita merupakan Social Enterprise (Bisnis Sosial) yang berfokus pada pendidikan dan pemberdayaan pemuda. Komunitas ini terdiri dari kaum muda yang berinisiatif untuk berkontribusi dalam perbaikan kualitas pendidikan anak, khususnya bagi mereka yang kurang beruntung (yatim/dhuafa/difabel).","Yayasan Senyum Kita merupakan Social Enterprise (Bisnis Sosial) yang berfokus pada pendidikan dan pemberdayaan pemuda. Komunitas ini terdiri dari kaum muda yang berinisiatif untuk berkontribusi dalam perbaikan kualitas pendidikan anak, khususnya bagi mere",['Kesehatan'],"Yayasan Senyum Kita merupakan Social Enterprise (Bisnis Sosial) yang berfokus pada pendidikan dan pemberdayaan pemuda. Komunitas ini terdiri dari kaum muda yang berinisiatif untuk berkontribusi dalam perbaikan kualitas pendidikan anak, khususnya bagi mere",['Pembinaan Masyarakat'],0.0,0,0.0,0.0,1,1,yayasan senyum social enterprise bisnis sosial berfokus pendidikan pemberdayaan pemuda komunitas kaum muda berinisiatif berkontribusi perbaikan kualitas pendidikan anak beruntung yatim dhuafa difabel,yayasan senyum social enterprise bisnis sosial berfokus pendidikan pemberdayaan pemuda komunitas kaum muda berinisiatif berkontribusi perbaikan kualitas pendidikan anak mere,yayasan senyum social enterprise bisnis sosial berfokus pendidikan pemberdayaan pemuda komunitas kaum muda berinisiatif berkontribusi perbaikan kualitas pendidikan anak mere,Yayasan Senyum Kita yayasan senyum social enterprise bisnis sosial berfokus pendidikan pemberdayaan pemuda komunitas kaum muda berinisiatif berkontribusi perbaikan kualitas pendidikan anak beruntung yatim dhuafa difabel yayasan senyum social enterprise bisnis sosial berfokus pendidikan pemberdayaan pemuda komunitas kaum muda berinisiatif berkontribusi perbaikan kualitas pendidikan anak mere yayasan senyum social enterprise bisnis sosial berfokus pendidikan pemberdayaan pemuda komunitas kaum muda berinisiatif berkontribusi perbaikan kualitas pendidikan anak mere Kesehatan
351,Master/ Bina Insan Mandiri,Lembaga Kesejahteraan Sosial Anak,[''],0,26 Mar 2019,03 Mar 2023,Nurokhim,"Jl. Arif Rahman Hakim No.25, Depok, Pancoran MAS, Kota Depok, Jawa Barat 16431, Indonesia","yayasan yang menaungi PENDIDIKAN GRATIS, RUMAH SINGGAH, DAPUR UMUM, BALAI PELATIHAN",,[''],,[''],0.0,0,0.0,0.0,1,1,yayasan menaungi pendidikan gratis rumah singgah dapur balai pelatihan,,,Master/ Bina Insan Mandiri yayasan menaungi pendidikan gratis rumah singgah dapur balai pelatihan   
352,Panti Asuhan Al Muhtaj ,Lembaga Kesejahteraan Sosial Anak,['Panti Anak Mukim'],21,28 Mar 2019,03 Mar 2023,Yayasan Al Muhtaj ,Desa Bucu RT. 01 RW. 04 Kec. Kembang Kab. Jepara Prov. Jawa Tengah 59453,"Panti Asuhan Al Muhtaj saat ini melayani anak anak Mualaf dan Mustadhafin dari SD hingga Perguruan Tinggi terlebih yang serius untuk menghafal Al Qur'an baik yang mukim maupun non mukim

Donasi di 
BRI 0611-01-001553-53-6
a/n Panti Asuhan Al Muhtaj","1. Permakanan
2. Perlengkapan tidur
3. Peralatan sekolah
4. Seragam kelayan","['Makanan', 'Fasilitas', 'Infrastruktur']","1.Jangka Pendek
Menjalin kerjasama dengan Instansi Pemerintah, Lembaga Swasta, dan masyarakat untuk kepentingan dan kebutuhan panti.
2. Jangka Menengah
Mengupayakan tersedianya beasiswa dari sumber-sumber lain untuk menunjang pendidikan dan ketrampilan","['Pendidikan', 'Keagamaan']",10.0,30,14.0,16.0,2,2,panti asuhan al muhtaj melayani anak anak mualaf mustadhafin sd perguruan serius menghafal al quran mukim non mukim donasi bri 0611 01 001553 53 6 a n panti asuhan al muhtaj,1 permakanan 2 perlengkapan tidur 3 peralatan sekolah 4 seragam kelayan,1 jangka pendek menjalin kerjasama instansi pemerintah lembaga swasta masyarakat kepentingan kebutuhan panti 2 jangka menengah mengupayakan tersedianya beasiswa sumber sumber menunjang pendidikan ketrampilan,Panti Asuhan Al Muhtaj  panti asuhan al muhtaj melayani anak anak mualaf mustadhafin sd perguruan serius menghafal al quran mukim non mukim donasi bri 0611 01 001553 53 6 a n panti asuhan al muhtaj 1 permakanan 2 perlengkapan tidur 3 peralatan sekolah 4 seragam kelayan 1 jangka pendek menjalin kerjasama instansi pemerintah lembaga swasta masyarakat kepentingan kebutuhan panti 2 jangka menengah mengupayakan tersedianya beasiswa sumber sumber menunjang pendidikan ketrampilan Makanan Fasilitas Infrastruktur
358,Panti Parartiasih,Lembaga Kesejahteraan Sosial Anak,['Panti Anak Mukim'],0,29 Apr 2019,03 Mar 2023,Agatha  Priuntari,"Jl. Jatinegara Bar. No.122, RT.7/RW.1, Bidara Cina, East Jakarta City, Jakarta, Indonesia",,,"['Makanan', 'Kesehatan']",,"['Pendidikan', 'Keagamaan']",0.0,12,0.0,12.0,2,2,,,,Panti Parartiasih    Makanan Kesehatan
359,Panti Bhakti Puteri Pertiwi,Lembaga Kesejahteraan Sosial Anak,['Panti Anak Non Mukim'],0,30 Apr 2019,02 Mar 2023,Muki Widyastuti,"Jl. Taruna I No.27, RT.3/RW.11, Jatinegara, Cakung, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13930, Indonesia",,,[''],,[''],0.0,0,0.0,0.0,1,1,,,,Panti Bhakti Puteri Pertiwi    
360,Panti Asuhan Desa Putera,Lembaga Kesejahteraan Sosial Anak,['Panti Anak Mukim'],0,30 Apr 2019,03 Mar 2023,Br Tarcisius Kasino BM,"Jl. Desa Putera No. 23, RT. 01 / RW. 06, Srengseng Sawah, Jagakarsa, RT.7/RW.5, Srengseng Sawah, Kec. Jagakarsa, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12460, Indonesia",,,[''],,[''],0.0,72,72.0,0.0,1,1,,,,Panti Asuhan Desa Putera    
361,NPSAA  Al Barokah,Lembaga Kesejahteraan Sosial Anak,['Panti Anak Non Mukim'],0,30 Apr 2019,02 Mar 2023,Dedi  Irawan,"Jl. Siaga Darma VIII No.11, RT.13/RW.5, Pejaten Tim., Kec. Ps. Minggu, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12510, Indonesia",,,[''],,[''],0.0,86,41.0,45.0,1,1,,,,NPSAA  Al Barokah    
362,Panti Al-Arief Bahari,Lembaga Kesejahteraan Sosial Anak,['Panti Anak Non Mukim'],0,30 Apr 2019,02 Mar 2023,H. Saeful Bahri,"Jl. Kalibaru Barat 7 No.23, RT.012/RW.05, Kali Baru, Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14110",,,[''],,[''],0.0,173,75.0,98.0,1,1,,,,Panti Al-Arief Bahari    
363,Pondok Pesantren Al-Miftahiyyah,Lembaga Kesejahteraan Sosial Anak,['Panti Anak Non Mukim'],0,30 Apr 2019,03 Mar 2023,ACEP KURNIAWAN,"Jl. Kalibaru Barat 7 No.17, RT.1/RW.4, Kali Baru, Kec. Cilincing, Kota Jkt Utara, Daerah Khusus Ibukota Jakarta 14110",,,[''],,[''],0.0,107,51.0,56.0,1,1,,,,Pondok Pesantren Al-Miftahiyyah    
364,sirojul qur'an,Lembaga Kesejahteraan Sosial Anak,[''],6,03 May 2019,03 Mar 2023,Ujang Sofyan,"Depok, Kota Depok, Jawa Barat, Indonesia","panti yatim sirojul qur'an kami dirikan pada tahun 2005.dengan inisiatif kami dan keluarga.mengingat dilingkungan kami banyak nya anak-anak yang orang tuanya kurang mampu untuk membiayai pendidikan kejenjang berikutnya. Terutama anak-anak yatim piatu dan Dhuafa yang ada di lingkungan sekitar kami. Dan berdatangan orang orang yang menitipkan anank-anak yatim piatu dan dhuafa dari berbagai daerah, agar harapan mendapatkan kehidupan yang layak. Dan sampai saat ini kami mengurus sebanyak 70 anak yatim piatu dan dhuafa.yang setiap waktunya membutuhkan biaya yang tidak sedikit. Oleh karenanya,kami selaku pengurus selalu mengajak kepada teman-teman yang punya kemampuan/berpeluang untuk membantu kami",Sembako/kebutuhan pokok ,[''],,[''],10.0,70,40.0,30.0,1,1,panti yatim sirojul quran dirikan 2005 inisiatif keluarga dilingkungan nya anak anak orang tuanya membiayai pendidikan kejenjang anak anak yatim piatu dhuafa lingkungan orang orang menitipkan anank anak yatim piatu dhuafa daerah harapan kehidupan layak mengurus 70 anak yatim piatu dhuafa membutuhkan biaya pengurus mengajak teman teman kemampuan berpeluang membantu,sembako kebutuhan pokok,,sirojul qur'an panti yatim sirojul quran dirikan 2005 inisiatif keluarga dilingkungan nya anak anak orang tuanya membiayai pendidikan kejenjang anak anak yatim piatu dhuafa lingkungan orang orang menitipkan anank anak yatim piatu dhuafa daerah harapan kehidupan layak mengurus 70 anak yatim piatu dhuafa membutuhkan biaya pengurus mengajak teman teman kemampuan berpeluang membantu sembako kebutuhan pokok  
